gender,speed,volume,pitch,english,prompt_class_num,prompt_class_num_normal,prompt_class_num_place,question
gender_male,speed_fast,volume_high,pitch_high,"Wanting a voice that speaks with rapid tempo, full-mouthed volume, and a howling pitch that commands attention.",0-2-2-2,0-2-2-2,,Looking for a voice that speaks at a rapids tempo. I'm looking for a voice with a fullmouthed volume level. The pitch of this speech falls in the howling range. gentlemans commanded attention from start to finish.
gender_male,speed_fast,volume_high,pitch_high,"The ideal voice is one that speaks with a rapid, full-mouthed, howling pitch that captivates gentlemen from beginning to end.",0-2-2-2,0-2-2-2,,Looking for a voice that speaks at a rapids tempo. I'm looking for a voice with a fullmouthed volume level. The pitch of this speech falls in the howling range. gentlemans commanded attention from start to finish.
gender_male,speed_fast,volume_high,pitch_high,"Desiring a commanding voice with a rapid tempo, full-mouthed volume, a howling pitch, and the ability to captivate from start to finish.",0-2-2-2,0-2-2-2,,Looking for a voice that speaks at a rapids tempo. I'm looking for a voice with a fullmouthed volume level. The pitch of this speech falls in the howling range. gentlemans commanded attention from start to finish.
gender_female,speed_fast,volume_normal,pitch_high,Quick-paced speech with a feminine pitch and consistent volume.,1-2-0-2,1-2-0-2,,The lecturer's speed was quick. I'm looking for a voice that is status quo in terms of volume. This speech is delivered with a squealing pitch. I require a voice that corresponds to the gender of a feminine.
gender_female,speed_fast,volume_normal,pitch_high,High-pitched and rapid speech in a feminine tone with a steady volume.,1-2-0-2,1-2-0-2,,The lecturer's speed was quick. I'm looking for a voice that is status quo in terms of volume. This speech is delivered with a squealing pitch. I require a voice that corresponds to the gender of a feminine.
gender_female,speed_fast,volume_normal,pitch_high,"Swift delivery of speech with a consistent, gender-appropriate tone and volume.",1-2-0-2,1-2-0-2,,The lecturer's speed was quick. I'm looking for a voice that is status quo in terms of volume. This speech is delivered with a squealing pitch. I require a voice that corresponds to the gender of a feminine.
gender_female,speed_fast,volume_normal,pitch_high,Feminine-sounding speech that is delivered rapidly and with a consistent volume.,1-2-0-2,1-2-0-2,,The lecturer's speed was quick. I'm looking for a voice that is status quo in terms of volume. This speech is delivered with a squealing pitch. I require a voice that corresponds to the gender of a feminine.
gender_female,speed_fast,volume_normal,pitch_high,"A quick, high-pitched delivery of speech with a consistent volume and feminine tone.",1-2-0-2,1-2-0-2,,The lecturer's speed was quick. I'm looking for a voice that is status quo in terms of volume. This speech is delivered with a squealing pitch. I require a voice that corresponds to the gender of a feminine.
gender_male,speed_normal,volume_normal,pitch_high,"The speaker utilized a mid-range volume and pitch with a natural flow speed, tailored to male gender.",0-0-0-2,0-0-0-2,,The speaker's pitch is trebled. I need a voice that is mid-range amplitude in volume. The presentation flowed at natural flow speed. I'd like a voice that is specific to the gender of a males.
gender_male,speed_normal,volume_normal,pitch_high,A male-specific voice with natural flow speed and mid-range pitch and volume was employed by the speaker.,0-0-0-2,0-0-0-2,,The speaker's pitch is trebled. I need a voice that is mid-range amplitude in volume. The presentation flowed at natural flow speed. I'd like a voice that is specific to the gender of a males.
gender_male,speed_normal,volume_normal,pitch_high,Natural flow speed and mid-range pitch and volume were combined with a male-specific voice for the speaker.,0-0-0-2,0-0-0-2,,The speaker's pitch is trebled. I need a voice that is mid-range amplitude in volume. The presentation flowed at natural flow speed. I'd like a voice that is specific to the gender of a males.
gender_male,speed_normal,volume_normal,pitch_high,"The speaker presented with a mid-range pitch and volume, natural flow speed, and a voice specific to males.",0-0-0-2,0-0-0-2,,The speaker's pitch is trebled. I need a voice that is mid-range amplitude in volume. The presentation flowed at natural flow speed. I'd like a voice that is specific to the gender of a males.
gender_male,speed_normal,volume_normal,pitch_high,"Utilizing a male-specific voice, the speaker maintained a mid-range pitch and volume with a natural flow speed during the presentation.",0-0-0-2,0-0-0-2,,The speaker's pitch is trebled. I need a voice that is mid-range amplitude in volume. The presentation flowed at natural flow speed. I'd like a voice that is specific to the gender of a males.
gender_female,speed_normal,volume_low,pitch_high,Clear and moderate delivery with a quiet volume and slightly high pitch.,1-0-1-2,1-0-1-2,,queen expressed their ideas clearly. I'm looking for a voice with a quiet volume level. The presenter's delivery was moderate. Can you help me find a voice that sounds squeal pitched?
gender_female,speed_normal,volume_low,pitch_high,"A distinct and controlled style of speech, with a soft spoken and slightly shrill tone.",1-0-1-2,1-0-1-2,,queen expressed their ideas clearly. I'm looking for a voice with a quiet volume level. The presenter's delivery was moderate. Can you help me find a voice that sounds squeal pitched?
gender_female,speed_normal,volume_low,pitch_high,"The speaker has a polished and deliberate delivery, with a subdued volume and a slightly high-pitched quality.",1-0-1-2,1-0-1-2,,queen expressed their ideas clearly. I'm looking for a voice with a quiet volume level. The presenter's delivery was moderate. Can you help me find a voice that sounds squeal pitched?
gender_female,speed_normal,volume_low,pitch_high,"A precise and measured manner of speech, with a low volume and a slight inclination towards a higher pitch.",1-0-1-2,1-0-1-2,,queen expressed their ideas clearly. I'm looking for a voice with a quiet volume level. The presenter's delivery was moderate. Can you help me find a voice that sounds squeal pitched?
gender_female,speed_normal,volume_low,pitch_high,"A composed and eloquent style of delivery, characterized by a soft-spoken volume and a slightly squeaky pitch.",1-0-1-2,1-0-1-2,,queen expressed their ideas clearly. I'm looking for a voice with a quiet volume level. The presenter's delivery was moderate. Can you help me find a voice that sounds squeal pitched?
gender_male,speed_slow,volume_normal,pitch_normal,"Moderately paced, with a neutral tone.",0-1-0-0,N-1-N-0,,The lecturer's speed was cautiously. Please provide me with a voice that sounds average pitched.
gender_male,speed_slow,volume_normal,pitch_normal,Deliberate speaking at a normal pitch.,0-1-0-0,N-1-N-0,,The lecturer's speed was cautiously. Please provide me with a voice that sounds average pitched.
gender_male,speed_slow,volume_normal,pitch_normal,Careful delivery with an even voice.,0-1-0-0,N-1-N-0,,The lecturer's speed was cautiously. Please provide me with a voice that sounds average pitched.
gender_male,speed_slow,volume_normal,pitch_normal,Thoughtful pace and a standard tone.,0-1-0-0,N-1-N-0,,The lecturer's speed was cautiously. Please provide me with a voice that sounds average pitched.
gender_male,speed_slow,volume_normal,pitch_normal,Prudent speaking with an unremarkable pitch.,0-1-0-0,N-1-N-0,,The lecturer's speed was cautiously. Please provide me with a voice that sounds average pitched.
gender_female,speed_fast,volume_normal,pitch_low,Clear expression of ideas in a quickened pace with a low key pitch.,1-2-0-1,1-2-N-1,,"females expressed their ideas clearly. Please generate a voice that speaks at a quickened pace. I require a voice with a low key pitch level, thank you."
gender_female,speed_fast,volume_normal,pitch_low,Female voices articulating ideas succinctly at a brisk pace and low pitch.,1-2-0-1,1-2-N-1,,"females expressed their ideas clearly. Please generate a voice that speaks at a quickened pace. I require a voice with a low key pitch level, thank you."
gender_female,speed_fast,volume_normal,pitch_low,"A low pitch, speedy delivery combined with clear articulation of female ideas.",1-2-0-1,1-2-N-1,,"females expressed their ideas clearly. Please generate a voice that speaks at a quickened pace. I require a voice with a low key pitch level, thank you."
gender_female,speed_fast,volume_normal,pitch_low,Women's enunciation of concepts at a rapid tempo with a subdued pitch tone.,1-2-0-1,1-2-N-1,,"females expressed their ideas clearly. Please generate a voice that speaks at a quickened pace. I require a voice with a low key pitch level, thank you."
gender_female,speed_fast,volume_normal,pitch_low,Expressive yet calm female delivery at a fast pace and low pitch.,1-2-0-1,1-2-N-1,,"females expressed their ideas clearly. Please generate a voice that speaks at a quickened pace. I require a voice with a low key pitch level, thank you."
gender_female,speed_normal,volume_high,pitch_normal,"Aunt-like voice with conventional pitch, normative tempo and loud volume.",1-0-2-0,1-0-2-0,,Please generate a voice that sounds like a aunt. Looking for a voice that speaks at a normative tempo. I'm looking for a voice that is loud in terms of volume. The pitch of the speaker's voice is conventional.
gender_female,speed_normal,volume_high,pitch_normal,"Seeking a voice with loud volume, normative tempo and aunt-like, conventional pitch.",1-0-2-0,1-0-2-0,,Please generate a voice that sounds like a aunt. Looking for a voice that speaks at a normative tempo. I'm looking for a voice that is loud in terms of volume. The pitch of the speaker's voice is conventional.
gender_female,speed_normal,volume_high,pitch_normal,"Conventional pitch voice desired with a normative tempo and loud volume, similar to an aunt.",1-0-2-0,1-0-2-0,,Please generate a voice that sounds like a aunt. Looking for a voice that speaks at a normative tempo. I'm looking for a voice that is loud in terms of volume. The pitch of the speaker's voice is conventional.
gender_female,speed_normal,volume_high,pitch_normal,"An aunt-like voice with normative tempo, loud volume and conventional pitch required.",1-0-2-0,1-0-2-0,,Please generate a voice that sounds like a aunt. Looking for a voice that speaks at a normative tempo. I'm looking for a voice that is loud in terms of volume. The pitch of the speaker's voice is conventional.
gender_female,speed_normal,volume_high,pitch_normal,"Need a voice that has a normative tempo, loud volume, and conventional pitch, with an aunt-like quality.",1-0-2-0,1-0-2-0,,Please generate a voice that sounds like a aunt. Looking for a voice that speaks at a normative tempo. I'm looking for a voice that is loud in terms of volume. The pitch of the speaker's voice is conventional.
gender_female,speed_slow,volume_normal,pitch_high,Slow-paced and high-pitched speech with a clearly feminine tone is requested.,1-1-0-2,1-1-N-2,,Could you generate a voice with a dilatorily speaking rate? This speech is delivered with a screamer pitch. Could you provide me with a voice that is distinctly ma'am-sounding?
gender_female,speed_slow,volume_normal,pitch_high,"The desired speech style includes a deliberately slow tempo, a screeching pitch, and a noticeable feminine quality.",1-1-0-2,1-1-N-2,,Could you generate a voice with a dilatorily speaking rate? This speech is delivered with a screamer pitch. Could you provide me with a voice that is distinctly ma'am-sounding?
gender_female,speed_slow,volume_normal,pitch_high,"Seeking a voice that speaks slowly, screeches, and sounds distinctly like a woman.",1-1-0-2,1-1-N-2,,Could you generate a voice with a dilatorily speaking rate? This speech is delivered with a screamer pitch. Could you provide me with a voice that is distinctly ma'am-sounding?
gender_female,speed_slow,volume_normal,pitch_high,"A requested speech style involves a languid rate of speech, a high-pitched tone, and a distinctly female sound.",1-1-0-2,1-1-N-2,,Could you generate a voice with a dilatorily speaking rate? This speech is delivered with a screamer pitch. Could you provide me with a voice that is distinctly ma'am-sounding?
gender_female,speed_slow,volume_normal,pitch_high,"The preferred manner of speaking is one that is leisurely, shrill, and distinctly feminine-sounding.",1-1-0-2,1-1-N-2,,Could you generate a voice with a dilatorily speaking rate? This speech is delivered with a screamer pitch. Could you provide me with a voice that is distinctly ma'am-sounding?
gender_male,speed_fast,volume_low,pitch_high,Shrilly pitched voice with quickening speed and varying meek volume.,0-2-1-2,N-2-1-2,,Please provide a voice that is shrilly in pitch. The lecturer's speed was quickening. The speech had a varying meek volume.
gender_male,speed_fast,volume_low,pitch_high,"A fast-paced speech with a fluctuating, meek volume and a sharp pitch.",0-2-1-2,N-2-1-2,,Please provide a voice that is shrilly in pitch. The lecturer's speed was quickening. The speech had a varying meek volume.
gender_male,speed_fast,volume_low,pitch_high,An energetic delivery with a shrill tone and variable softness.,0-2-1-2,N-2-1-2,,Please provide a voice that is shrilly in pitch. The lecturer's speed was quickening. The speech had a varying meek volume.
gender_male,speed_fast,volume_low,pitch_high,"A lively presentation characterized by a shrill voice, quickening pace, and varying volume.",0-2-1-2,N-2-1-2,,Please provide a voice that is shrilly in pitch. The lecturer's speed was quickening. The speech had a varying meek volume.
gender_male,speed_fast,volume_low,pitch_high,"A dynamic delivery with a high-pitched voice, increasing tempo, and fluctuating volume.",0-2-1-2,N-2-1-2,,Please provide a voice that is shrilly in pitch. The lecturer's speed was quickening. The speech had a varying meek volume.
gender_male,speed_normal,volume_high,pitch_normal,Create an uncle-like voice with a big volume.,0-0-2-0,0-N-2-N,,Please generate a voice that sounds like a uncle. Please create a voice that has a bigness volume.
gender_male,speed_normal,volume_high,pitch_normal,Fashion a voice that emulates an uncle's with a grand presence.,0-0-2-0,0-N-2-N,,Please generate a voice that sounds like a uncle. Please create a voice that has a bigness volume.
gender_male,speed_normal,volume_high,pitch_normal,Produce a voice reminiscent of an uncle's with a robust volume.,0-0-2-0,0-N-2-N,,Please generate a voice that sounds like a uncle. Please create a voice that has a bigness volume.
gender_male,speed_normal,volume_high,pitch_normal,Craft a sound that combines the familiarity of an uncle's voice with a considerable size.,0-0-2-0,0-N-2-N,,Please generate a voice that sounds like a uncle. Please create a voice that has a bigness volume.
gender_male,speed_normal,volume_high,pitch_normal,Conjure a voice that echoes the characteristics of an uncle's with a massive sound.,0-0-2-0,0-N-2-N,,Please generate a voice that sounds like a uncle. Please create a voice that has a bigness volume.
gender_female,speed_fast,volume_high,pitch_normal,Loud and lively voice with gal-like characteristics,1-2-2-0,1-2-2-0,,"Could you generate a voice that is boisterous in volume? May I have a voice that embodies the characteristics of a gals speaker? Could you generate a voice with a at breakneck speed speaking rate? I require a voice with a regular pitch level, thank you."
gender_female,speed_fast,volume_high,pitch_normal,Fast-paced and energetic voice,1-2-2-0,1-2-2-0,,"Could you generate a voice that is boisterous in volume? May I have a voice that embodies the characteristics of a gals speaker? Could you generate a voice with a at breakneck speed speaking rate? I require a voice with a regular pitch level, thank you."
gender_female,speed_fast,volume_high,pitch_normal,Consistent and even-toned voice,1-2-2-0,1-2-2-0,,"Could you generate a voice that is boisterous in volume? May I have a voice that embodies the characteristics of a gals speaker? Could you generate a voice with a at breakneck speed speaking rate? I require a voice with a regular pitch level, thank you."
gender_female,speed_fast,volume_high,pitch_normal,A gal-like voice that speaks quickly,1-2-2-0,1-2-2-0,,"Could you generate a voice that is boisterous in volume? May I have a voice that embodies the characteristics of a gals speaker? Could you generate a voice with a at breakneck speed speaking rate? I require a voice with a regular pitch level, thank you."
gender_female,speed_fast,volume_high,pitch_normal,A regular and voluminous voice,1-2-2-0,1-2-2-0,,"Could you generate a voice that is boisterous in volume? May I have a voice that embodies the characteristics of a gals speaker? Could you generate a voice with a at breakneck speed speaking rate? I require a voice with a regular pitch level, thank you."
gender_female,speed_fast,volume_normal,pitch_normal,"Feminine-specific, swift delivery, moderate volume.",1-2-0-0,1-2-0-N,,I'd like a voice that is specific to the gender of a feminine. The presenter's delivery was swift. Could you generate a voice that is moderate in volume?
gender_female,speed_fast,volume_normal,pitch_normal,"Gender-specific, swift and moderate voice.",1-2-0-0,1-2-0-N,,I'd like a voice that is specific to the gender of a feminine. The presenter's delivery was swift. Could you generate a voice that is moderate in volume?
gender_female,speed_fast,volume_normal,pitch_normal,"Swiftly delivered, femininely focused, moderate tone.",1-2-0-0,1-2-0-N,,I'd like a voice that is specific to the gender of a feminine. The presenter's delivery was swift. Could you generate a voice that is moderate in volume?
gender_female,speed_fast,volume_normal,pitch_normal,"Moderate volume, feminine-focused delivery with swift pacing.",1-2-0-0,1-2-0-N,,I'd like a voice that is specific to the gender of a feminine. The presenter's delivery was swift. Could you generate a voice that is moderate in volume?
gender_female,speed_fast,volume_normal,pitch_normal,"Gender-tailored, swiftly spoken with a moderate tone.",1-2-0-0,1-2-0-N,,I'd like a voice that is specific to the gender of a feminine. The presenter's delivery was swift. Could you generate a voice that is moderate in volume?
gender_female,speed_slow,volume_high,pitch_low,"Regal and unhurried, with a deep contrabass pitch and sonorous volume.",1-1-2-1,1-1-2-1,,"The speech moved at leisure pace. I require a voice with a contrabass pitch level, thank you. I would appreciate receiving a voice specifically tailored to a queen. The volume of the speaker's voice was sonorousness."
gender_female,speed_slow,volume_high,pitch_low,"A leisurely pace, with a commanding, queenly voice exuding rich sonority.",1-1-2-1,1-1-2-1,,"The speech moved at leisure pace. I require a voice with a contrabass pitch level, thank you. I would appreciate receiving a voice specifically tailored to a queen. The volume of the speaker's voice was sonorousness."
gender_female,speed_slow,volume_high,pitch_low,"An opulent style of speech, featuring a contrabass pitch and a sonorous volume tailored for royalty.",1-1-2-1,1-1-2-1,,"The speech moved at leisure pace. I require a voice with a contrabass pitch level, thank you. I would appreciate receiving a voice specifically tailored to a queen. The volume of the speaker's voice was sonorousness."
gender_female,speed_slow,volume_high,pitch_low,"A deliberate, majestic tone with a sonorous volume and a contrabass pitch, befitting regal speech.",1-1-2-1,1-1-2-1,,"The speech moved at leisure pace. I require a voice with a contrabass pitch level, thank you. I would appreciate receiving a voice specifically tailored to a queen. The volume of the speaker's voice was sonorousness."
gender_female,speed_slow,volume_high,pitch_low,"A stately, measured pace of speech, with a sonorous voice and a deep contrabass pitch, perfectly tailored for the majesty of a queen.",1-1-2-1,1-1-2-1,,"The speech moved at leisure pace. I require a voice with a contrabass pitch level, thank you. I would appreciate receiving a voice specifically tailored to a queen. The volume of the speaker's voice was sonorousness."
gender_female,speed_slow,volume_low,pitch_high,Deliberate and subdued speech that commands attention with a strident pitch.,1-1-1-2,1-1-1-2,,The speech moved at deliberate pace. The volume of the speech was subdued throughout. womanhood commanded attention from start to finish. Could you assist me in finding a voice that is stridently in pitch?
gender_female,speed_slow,volume_low,pitch_high,Stridently pitched speech with deliberate pacing and subdued volume that commands attention.,1-1-1-2,1-1-1-2,,The speech moved at deliberate pace. The volume of the speech was subdued throughout. womanhood commanded attention from start to finish. Could you assist me in finding a voice that is stridently in pitch?
gender_female,speed_slow,volume_low,pitch_high,"Attention-commanding speech style characterized by deliberate pacing, subdued volume, and a strident pitch.",1-1-1-2,1-1-1-2,,The speech moved at deliberate pace. The volume of the speech was subdued throughout. womanhood commanded attention from start to finish. Could you assist me in finding a voice that is stridently in pitch?
gender_female,speed_slow,volume_low,pitch_high,"A style of speech that demands attention through a strident pitch, deliberate pace, and subdued volume.",1-1-1-2,1-1-1-2,,The speech moved at deliberate pace. The volume of the speech was subdued throughout. womanhood commanded attention from start to finish. Could you assist me in finding a voice that is stridently in pitch?
gender_female,speed_slow,volume_low,pitch_high,A deliberate and subdued speech style that demands attention from start to finish through a strident pitch.,1-1-1-2,1-1-1-2,,The speech moved at deliberate pace. The volume of the speech was subdued throughout. womanhood commanded attention from start to finish. Could you assist me in finding a voice that is stridently in pitch?
gender_male,speed_slow,volume_high,pitch_high,"Nephew's speech was characterized by clear expression, screeching pitch, sluggish pace, and fluctuating volume.",0-1-2-2,0-1-2-2,,nephew expressed their ideas clearly. The pitch of this speech falls in the screeching range. The speech moved at sluggishly pace. The volume of the speech fluctuated between deafening and deafening.
gender_male,speed_slow,volume_high,pitch_high,"The speech style of the nephew was characterized by clear expression, screeching pitch, sluggish pace, and fluctuating volume.",0-1-2-2,0-1-2-2,,nephew expressed their ideas clearly. The pitch of this speech falls in the screeching range. The speech moved at sluggishly pace. The volume of the speech fluctuated between deafening and deafening.
gender_male,speed_slow,volume_high,pitch_high,"With clear expression, screeching pitch, sluggish pace, and fluctuating volume, the nephew's speech style was noteworthy.",0-1-2-2,0-1-2-2,,nephew expressed their ideas clearly. The pitch of this speech falls in the screeching range. The speech moved at sluggishly pace. The volume of the speech fluctuated between deafening and deafening.
gender_male,speed_slow,volume_high,pitch_high,"The nephew's style of speech was defined by clear expression, screeching pitch, sluggish pace, and fluctuating volume.",0-1-2-2,0-1-2-2,,nephew expressed their ideas clearly. The pitch of this speech falls in the screeching range. The speech moved at sluggishly pace. The volume of the speech fluctuated between deafening and deafening.
gender_male,speed_slow,volume_high,pitch_high,"Nephew's speech showcased a style that had clear expression, screeching pitch, sluggish pace, and fluctuating volume.",0-1-2-2,0-1-2-2,,nephew expressed their ideas clearly. The pitch of this speech falls in the screeching range. The speech moved at sluggishly pace. The volume of the speech fluctuated between deafening and deafening.
gender_female,speed_normal,volume_normal,pitch_normal,Gender-matching voice with consistent volume,1-0-0-0,1-N-0-N,,"Is it possible to generate a voice that matches the gender of a females? Throughout the speech, the volume remained average loudness."
gender_female,speed_normal,volume_normal,pitch_normal,Uniform volume voice with gender matching,1-0-0-0,1-N-0-N,,"Is it possible to generate a voice that matches the gender of a females? Throughout the speech, the volume remained average loudness."
