gender,speed,volume,pitch,english,prompt_class_num,prompt_class_num_normal,prompt_class_num_place,question
P,U,P,U,Create a voice with an achievable [volume] and a selected [gender].,,,P-U-P-U,Please generate a [volume] voice. Please give me a [gender] voice.
P,U,P,U,Formulate a [volume] and [gender]-specific voice.,,,P-U-P-U,Please generate a [volume] voice. Please give me a [gender] voice.
U,P,U,P,I'm seeking a voice with a [pitch] tone and [speed] speed.,,,U-P-U-P,"I'm seeking a voice that has a [pitch] tone, please. The presentation flowed at [speed] speed."
U,P,U,P,The [pitch] tone and [speed] speed of the presentation are what I'm looking for.,,,U-P-U-P,"I'm seeking a voice that has a [pitch] tone, please. The presentation flowed at [speed] speed."
U,P,U,P,Seeking a [pitch] tone and [speed] speed in the speaker's voice.,,,U-P-U-P,"I'm seeking a voice that has a [pitch] tone, please. The presentation flowed at [speed] speed."
U,P,U,P,A voice with the right [pitch] tone and [speed] speed is what I need.,,,U-P-U-P,"I'm seeking a voice that has a [pitch] tone, please. The presentation flowed at [speed] speed."
U,P,U,P,The perfect [pitch] tone and [speed] speed is what I'm after.,,,U-P-U-P,"I'm seeking a voice that has a [pitch] tone, please. The presentation flowed at [speed] speed."
U,P,P,P,Please create a [volume] volume with [pitch] pitch and [speed] speaking rate.,,,U-P-P-P,Please create a voice that has a [volume] volume. The pitch of this speech is [pitch]. Could you generate a voice with a [speed] speaking rate?
U,P,P,P,Generate a [volume] volume voice with a [pitch] pitch and [speed] speaking rate.,,,U-P-P-P,Please create a voice that has a [volume] volume. The pitch of this speech is [pitch]. Could you generate a voice with a [speed] speaking rate?
U,P,P,P,"A voice with [volume] volume, [pitch] pitch, and [speed] speaking rate is needed.",,,U-P-P-P,Please create a voice that has a [volume] volume. The pitch of this speech is [pitch]. Could you generate a voice with a [speed] speaking rate?
U,P,P,P,"Create a voice that has [volume] volume, [pitch] pitch, and [speed] speaking rate.",,,U-P-P-P,Please create a voice that has a [volume] volume. The pitch of this speech is [pitch]. Could you generate a voice with a [speed] speaking rate?
U,U,P,P,Could you help me find a [pitch] voice with [volume] volume?,,,U-U-P-P,Could you assist me in finding a voice that is [pitch] in pitch? The speaker's volume was [volume].
U,U,P,P,I'm looking for a voice that's [pitch] in pitch and [volume] in volume.,,,U-U-P-P,Could you assist me in finding a voice that is [pitch] in pitch? The speaker's volume was [volume].
U,U,P,P,In need of a voice that's both [pitch] and [volume].,,,U-U-P-P,Could you assist me in finding a voice that is [pitch] in pitch? The speaker's volume was [volume].
U,U,P,P,Seeking a voice with a [pitch] tone and [volume] sound.,,,U-U-P-P,Could you assist me in finding a voice that is [pitch] in pitch? The speaker's volume was [volume].
U,U,P,P,Can you find me a voice that's [pitch] and [volume]?,,,U-U-P-P,Could you assist me in finding a voice that is [pitch] in pitch? The speaker's volume was [volume].
P,U,U,P,A [gender]-appropriate [pitch] pitched voice is needed; assistance is requested.,,,P-U-U-P,I require a voice that corresponds to the gender of a [gender]. Can you help me find a voice that sounds [pitch] pitched?
P,U,U,P,Seeking help to locate a [pitch] pitched voice that aligns with [gender] gender.,,,P-U-U-P,I require a voice that corresponds to the gender of a [gender]. Can you help me find a voice that sounds [pitch] pitched?
P,U,U,P,"To match [gender], a [pitch] pitched voice is wanted ¨C can you assist?",,,P-U-U-P,I require a voice that corresponds to the gender of a [gender]. Can you help me find a voice that sounds [pitch] pitched?
P,U,U,P,In search of a [pitch] pitched voice that corresponds with the gender of [gender].,,,P-U-U-P,I require a voice that corresponds to the gender of a [gender]. Can you help me find a voice that sounds [pitch] pitched?
P,U,U,P,A voice that matches [gender] and is [pitch]-pitched is needed; seeking aid.,,,P-U-U-P,I require a voice that corresponds to the gender of a [gender]. Can you help me find a voice that sounds [pitch] pitched?
P,P,P,U,Could you please generate a [gender]-specific voice with fluctuating [volume] and a [speed] rate of speech?,,,P-P-P-U,Could you please generate a voice that corresponds to the [gender] gender? The volume of the speech fluctuated between [volume] and [volume]. Can you create a voice that speaks at a [speed] rate?
P,P,P,U,Create a [gender]-specific voice with variable [volume] and a [speed] rate of speech.,,,P-P-P-U,Could you please generate a voice that corresponds to the [gender] gender? The volume of the speech fluctuated between [volume] and [volume]. Can you create a voice that speaks at a [speed] rate?
P,P,P,U,Generate a voice tailored to [gender] with alternating [volume] and a [speed] rate of speech.,,,P-P-P-U,Could you please generate a voice that corresponds to the [gender] gender? The volume of the speech fluctuated between [volume] and [volume]. Can you create a voice that speaks at a [speed] rate?
P,P,P,U,"For [gender], create a voice with fluctuating [volume] and a [speed] rate of speech.",,,P-P-P-U,Could you please generate a voice that corresponds to the [gender] gender? The volume of the speech fluctuated between [volume] and [volume]. Can you create a voice that speaks at a [speed] rate?
P,P,P,U,Can you generate a voice that corresponds to [gender] with variable [volume] and a [speed] rate of speech?,,,P-P-P-U,Could you please generate a voice that corresponds to the [gender] gender? The volume of the speech fluctuated between [volume] and [volume]. Can you create a voice that speaks at a [speed] rate?
U,P,P,U,The speaker consistently maintained a [volume] volume and [speed] tempo.,,,U-P-P-U,The speaker maintained a consistent [volume] volume. The tempo of the talk was [speed].
U,P,P,U,"With a consistently maintained [volume] volume and [speed] tempo, the speaker delivered the talk.",,,U-P-P-U,The speaker maintained a consistent [volume] volume. The tempo of the talk was [speed].
U,P,P,U,"Throughout the speech, the speaker kept a steady [volume] volume and [speed] tempo.",,,U-P-P-U,The speaker maintained a consistent [volume] volume. The tempo of the talk was [speed].
U,P,P,U,The speaker's [volume] and [speed] were consistently maintained throughout the talk.,,,U-P-P-U,The speaker maintained a consistent [volume] volume. The tempo of the talk was [speed].
U,P,P,U,"Maintaining both a consistent [volume] volume and [speed] tempo, the speaker delivered their speech.",,,U-P-P-U,The speaker maintained a consistent [volume] volume. The tempo of the talk was [speed].
P,U,P,P,[gender] expressed their ideas clearly with a [pitch] pitch and [volume] volume.,,,P-U-P-P,[gender] expressed their ideas clearly. The voice has a [pitch] pitch. The speaker's volume was [volume].
P,U,P,P,"With a [pitch] pitch and [volume] volume, [gender] clearly expressed their ideas.",,,P-U-P-P,[gender] expressed their ideas clearly. The voice has a [pitch] pitch. The speaker's volume was [volume].
P,U,P,P,[gender]'s clear expression of ideas was accompanied by a [pitch] pitch and [volume] volume.,,,P-U-P-P,[gender] expressed their ideas clearly. The voice has a [pitch] pitch. The speaker's volume was [volume].
P,U,P,P,The [pitch] pitch and [volume] volume of [gender]'s speech allowed for clear expression of their ideas.,,,P-U-P-P,[gender] expressed their ideas clearly. The voice has a [pitch] pitch. The speaker's volume was [volume].
P,U,P,P,[gender] used a [pitch] pitch and [volume] volume to express their ideas with clarity.,,,P-U-P-P,[gender] expressed their ideas clearly. The voice has a [pitch] pitch. The speaker's volume was [volume].
P,P,P,P,"I need a [volume], [speed], [gender]-specific, [pitch] voice.",,,P-P-P-P,I'm looking for a voice that is [volume] in terms of volume. The lecturer's speed was [speed]. I'd like a voice that is specific to the gender of a [gender]. Could you find a voice with a [pitch] pitch for me?
P,P,P,P,"Can you find me a [volume], [speed], [gender]-specific, [pitch] voice?",,,P-P-P-P,I'm looking for a voice that is [volume] in terms of volume. The lecturer's speed was [speed]. I'd like a voice that is specific to the gender of a [gender]. Could you find a voice with a [pitch] pitch for me?
P,P,P,P,"Seeking a [volume], [speed], [gender]-specific, [pitch] voice.",,,P-P-P-P,I'm looking for a voice that is [volume] in terms of volume. The lecturer's speed was [speed]. I'd like a voice that is specific to the gender of a [gender]. Could you find a voice with a [pitch] pitch for me?
P,U,U,U,May I have a [gender]-specific voice?,,,P-U-U-U,May I have a voice that embodies the characteristics of a [gender] speaker?
P,U,U,U,Can my voice reflect traditional [gender] speech?,,,P-U-U-U,May I have a voice that embodies the characteristics of a [gender] speaker?
P,U,U,U,I would like my voice to emulate [gender] communication.,,,P-U-U-U,May I have a voice that embodies the characteristics of a [gender] speaker?
P,U,U,U,May I have [gender]-typical speech patterns in my voice?,,,P-U-U-U,May I have a voice that embodies the characteristics of a [gender] speaker?
P,U,U,U,Can you help me embody the speech style of [gender]?,,,P-U-U-U,May I have a voice that embodies the characteristics of a [gender] speaker?
U,P,U,U,The talk was delivered at a [speed] pace.,,,U-P-U-U,The talk unfolded at [speed] rate.
U,P,U,U,The talk proceeded at [speed] speed.,,,U-P-U-U,The talk unfolded at [speed] rate.
P,P,U,P,I need a [gender]-specific voice that speaks at a [speed] pace and has a [pitch] pitch.,,,P-P-U-P,"I require a voice that speaks at a [speed] pace. This speech has a [pitch] pitch. Could you generate a voice that aligns with the gender of a [gender], please?"
P,P,U,P,Can you create a voice that matches the gender of a [gender] and has a [pitch] pitch at a [speed] speed?,,,P-P-U-P,"I require a voice that speaks at a [speed] pace. This speech has a [pitch] pitch. Could you generate a voice that aligns with the gender of a [gender], please?"
P,P,U,P,Looking for a [gender]-appropriate voice that speaks at a [speed] pace with a [pitch] pitch.,,,P-P-U-P,"I require a voice that speaks at a [speed] pace. This speech has a [pitch] pitch. Could you generate a voice that aligns with the gender of a [gender], please?"
P,P,U,P,"In search of a voice that aligns with a [gender], speaks at a [speed] pace, and has a [pitch] pitch.",,,P-P-U-P,"I require a voice that speaks at a [speed] pace. This speech has a [pitch] pitch. Could you generate a voice that aligns with the gender of a [gender], please?"
P,P,U,P,Require a [gender]-specific voice with a [pitch] pitch and a [speed] pace for speech.,,,P-P-U-P,"I require a voice that speaks at a [speed] pace. This speech has a [pitch] pitch. Could you generate a voice that aligns with the gender of a [gender], please?"
U,U,U,P,Seeking a [pitch] toned voice.,,,U-U-U-P,"I'm seeking a voice that has a [pitch] tone, please."
U,U,U,P,Looking for a voice with [pitch] tone.,,,U-U-U-P,"I'm seeking a voice that has a [pitch] tone, please."
U,U,U,P,In search of [pitch] tone of voice.,,,U-U-U-P,"I'm seeking a voice that has a [pitch] tone, please."
U,U,U,P,Seeking a voice that boasts [pitch] tone.,,,U-U-U-P,"I'm seeking a voice that has a [pitch] tone, please."
U,U,U,P,Looking for a voice that carries [pitch] tone.,,,U-U-U-P,"I'm seeking a voice that has a [pitch] tone, please."
U,U,P,U,I'm searching for a voice that's [volume] and possesses tone.,,,U-U-P-U,I'm looking for a voice that is [volume] in terms of volume.
U,U,P,U,The voice I'm seeking should be [volume] and have style in speech.,,,U-U-P-U,I'm looking for a voice that is [volume] in terms of volume.
U,U,P,U,A voice that's [volume] and conveys emotions is what I'm after.,,,U-U-P-U,I'm looking for a voice that is [volume] in terms of volume.
U,U,P,U,The voice I want should be [volume] and display characteristics in speech.,,,U-U-P-U,I'm looking for a voice that is [volume] in terms of volume.
P,P,U,U,The [gender] lecturer's commanding [speed] speech held attention throughout.,,,P-P-U-U,The lecturer's speed was [speed]. [gender] commanded attention from start to finish.
P,P,U,U,"Throughout [gender]'s [speed] speech, attention was commanded.",,,P-P-U-U,The lecturer's speed was [speed]. [gender] commanded attention from start to finish.
P,P,U,U,The [speed] pace of the [gender] lecturer's speech held attention from start to finish.,,,P-P-U-U,The lecturer's speed was [speed]. [gender] commanded attention from start to finish.
P,P,U,U,The [gender] lecturer held attention with their [speed] speech pace.,,,P-P-U-U,The lecturer's speed was [speed]. [gender] commanded attention from start to finish.
P,U,P,U,May I have a [gender] speaker's voice with a consistent [volume] level.,,,P-U-P-U,May I have a voice that embodies the characteristics of a [gender] speaker? The volume of the speech was [volume] throughout.
P,U,P,U,Requesting to speak with a [gender] voice at a steady [volume].,,,P-U-P-U,May I have a voice that embodies the characteristics of a [gender] speaker? The volume of the speech was [volume] throughout.
P,U,P,U,Seeking a [gender]-like speech pattern maintained with constant [volume].,,,P-U-P-U,May I have a voice that embodies the characteristics of a [gender] speaker? The volume of the speech was [volume] throughout.
P,U,P,U,Needing a voice that replicates a [gender] speaker with unchanging [volume].,,,P-U-P-U,May I have a voice that embodies the characteristics of a [gender] speaker? The volume of the speech was [volume] throughout.
P,U,P,U,Desiring a vocal style resembling a [gender] speaker and sustained in [volume].,,,P-U-P-U,May I have a voice that embodies the characteristics of a [gender] speaker? The volume of the speech was [volume] throughout.
U,P,U,P,"I need a [pitch]-pitched voice with a [speed] speaking rate, please.",,,U-P-U-P,"I need a voice that is [pitch] pitched, please. Could you generate a voice with a [speed] speaking rate?"
U,P,U,P,Can you create a voice that is [pitch] with a [speed] speaking rate?,,,U-P-U-P,"I need a voice that is [pitch] pitched, please. Could you generate a voice with a [speed] speaking rate?"
U,P,U,P,Please make a voice that is [pitch] and has [speed] speaking rate.,,,U-P-U-P,"I need a voice that is [pitch] pitched, please. Could you generate a voice with a [speed] speaking rate?"
U,P,U,P,I'm looking for a voice with a [speed] speaking rate and [pitch] pitch.,,,U-P-U-P,"I need a voice that is [pitch] pitched, please. Could you generate a voice with a [speed] speaking rate?"
U,P,U,P,Can you generate a voice that is both [pitch] and with a [speed] speaking rate?,,,U-P-U-P,"I need a voice that is [pitch] pitched, please. Could you generate a voice with a [speed] speaking rate?"
U,P,P,P,"The speaker's [volume] volume, [pitch] pitch, and [speed] speed were all impressive.",,,U-P-P-P,The speaker's volume was [volume]. This speech has a [pitch] pitch. The presentation flowed at [speed] speed.
U,P,P,P,"This speech featured [volume] volume and a [pitch] pitch, while flowing at [speed] speed.",,,U-P-P-P,The speaker's volume was [volume]. This speech has a [pitch] pitch. The presentation flowed at [speed] speed.
U,P,P,P,"The speaker's attention to [volume], [pitch], and [speed] made for a captivating speech.",,,U-P-P-P,The speaker's volume was [volume]. This speech has a [pitch] pitch. The presentation flowed at [speed] speed.
U,P,P,P,"The [volume], [pitch], and [speed] of this presentation were each finely tuned by the speaker.",,,U-P-P-P,The speaker's volume was [volume]. This speech has a [pitch] pitch. The presentation flowed at [speed] speed.
U,U,P,P,"In this speech, I need a [volume] voice and a [pitch] pitch.",,,U-U-P-P,I require a voice that is [volume] in terms of loudness. The pitch used in this speech is [pitch].
U,U,P,P,The style of speech I need includes a [volume] volume and a [pitch] pitch.,,,U-U-P-P,I require a voice that is [volume] in terms of loudness. The pitch used in this speech is [pitch].
U,U,P,P,"For this speech, a [volume] voice paired with a [pitch] pitch is necessary.",,,U-U-P-P,I require a voice that is [volume] in terms of loudness. The pitch used in this speech is [pitch].
